service_id,store_id,service_group,merchant_name,merchant_address,store_name,store_address,store_longitude,store_latitude
6813810437735499528,6534826123782502243,fnb,CƠM NIÊU SINGAPORE,"694 Sư Vạn Hạnh, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",CƠM NIÊU THIÊN LÝ - Cửu Long,"87A Cửu Long, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6700661,10.7711786
9039492385198365820,3964770485518013618,fnb,Trà sữa Earl Tea,"684  Sư Vạn Hạnh, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Trà sữa Earl Tea 684 Sư Vạn Hạnh,"684  Sư Vạn Hạnh, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6701812,10.7710005
1643362567822364399,5637395488015186928,fnb,TRÀ SỮA RIRO,"571E&F Cách Mạng Tháng 8, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",TRÀ SỮA RIRO QUẬN 10," 571 , Phường 11, Quận 10 Cách Mạng Tháng 8, Phường 11, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.670211,10.7838778
6547291063756653115,4609911417238459690,food,CÔNG TY CỔ PHẦN BWS VIỆT NAM,"77  Trần Nhân Tôn , Phường 9, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM","SVH	","11 Sư Vạn Hạnh, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6703768,10.7702908
6455373417544269857,3608423139184012147,fnb,D.A.T,"148 Trường Chinh, Phường 12, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM",THE ALLEY LÊ VĂN SỸ,"182A Lê Văn Sỹ, Phường 10, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6703848,10.792907
5350129378332776599,9089720763559542448,beverage,CÔNG TY TNHH THƯƠNG MẠI QUỐC TẾ  VƯỢNG HÀ HỒ CHÍ MINH,"1B  HUỲNH KHÚC KHÁNG, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",Sharetea Sư Vạn Hạnh,"353 Sư Vạn Hạnh, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.670403,"10.770227 "
6624136956482465650,3989083943344005083,fnb,CÀ PHÊ VIVA CHÍN CHÍN,"99 Đất Thánh, Phường 6, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM",vivastar34dh,"34 Đông Hồ, Phường 4, Quận 8, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6704383,10.742105
5775634317021755701,6894118297158324056,food,CHI NHÁNH II - CÔNG TY TNHH CÔNG NGHỆ THỰC PHẨM VIỆT HÀN,"395 - 397  - Phường 12 - Quận 10 - TP Hồ Chí Minh. Sư Vạn Hạnh, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",DON CHICKEN SƯ VẠN HẠNH,"395-397 Sư Vạn Hạnh, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6705357,10.7701163
5026386084788898935,6635662009264066696,fnb,CÔNG TY TNHH THƯƠNG MẠI XNK TRẦN LÊ GIA,"75-77 HỒ TÙNG MẬU, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM","Uncle Lu's Cheesecake ","652 SƯ VẠN HẠNH, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6705367,10.7702918
2570506922029274353,1822522858405877692,fnb,Mì Ý Double B,"391 TK40/24 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh",Mì Ý DOUBLE B: Tô Hiến Thành,"266/70 Tô Hiến Thành, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.670912,10.782183
3057450306757234300,1427677319183036697,fnb,HỘ KINH DOANH AMITABA,"40 NGUYỄN THÁI HỌC, Phường Cầu Ông Lãnh, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM","NHÀ HÀNG CHAY AMITABA 2 ","180 NGUYỄN DUY DƯƠNG, Phường 6, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.670965,10.761578
7270982136367221864,1546928036338930535,fnb,Công ty TNHH Thương Mại Dịch Vụ Sản Xuất Hoa Hướng Dương,"116 Võ Thành Trang, Phường 11, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM",Hoa Hướng Dương - Lê Đức Thọ,"688 Lê Đức Thọ, Phường 15, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6710066,10.8463565
7956496375996231149,7511297846776813395,cvs,CÔNG TY TNHH GS 25 VIETNAM,"138-142 Hai Bà Trưng, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",GS25 Centre Point,"239 Nguyễn Trọng Tuyển, Phường 1, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6710336,10.7980228
4942158102627391859,8164521272354531677,shopping,Công ty Cổ phần thế giới Phụ nữ,"25 Tôn Đản, phường 13, Quận 4, Hồ Chí Minh, Việt Nam",iBasic - CH Quang Trung,"216 Quang Trung, phường 10, Gò Vấp, Hồ Chí Minh, Việt Nam",106.6713728,10.8297316
1519391066364067495,5910892335216598099,fnb,SIÊU THỊ THỰC PHẨM SẠCH FALA,"304 3/2, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",SIÊU THỊ THỰC PHẨM SẠCH FALA,"304 3/2, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.671385,10.770039
7500926462320676222,3501996610961220535,fnb,ViVa Star Coffee Bella,"163/21 Tô Hiến Thành, Phường 13, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",ViVa Star Coffee T.Bella,"163/21 Tô Hiến Thành, Phường 13, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6716744,10.7824749
9028382462624110704,2621838759340030614,fnb,CO PORT,"163/24/69 Tô Hiến Thành, Phường 13, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",CO PORT,"163/24/69 Tô Hiến Thành, Phường 13, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6716778,10.782621
1923355030228942924,2357613035895336845,fnb,STU Coffee & Food,"43 - 45 Nguyễn Chí Thanh, Phường 9, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",STU Coffee & Food,"43 - 45 Nguyễn Chí Thanh, Phường 09, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6719846,10.7603168
1545673861537157524,2588937997793957358,fnb,Bánh Xếp,"193 Sư Vạn Hạnh, Phường 9, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Bánh xxếp Hong Kong - SVH,"193 Sư Vạn Hạnh, Phường 9, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6720832,10.7649404
7075491327535556308,5669512714479457283,fnb,CÔNG TY CỔ PHẦN DU LỊCH VÉ MÁY BAY BÌNH MINH,"226/3  Minh Phụng, Phường 6, Quận 6, Thành Phố Hồ Chí Minh, VIỆT NAM",BM' MART AN BÌNH QUẬN 5,"140 An Bình, Phường 7, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6721259,10.75335
7301990929868186374,5494680444014187358,fnb,ALIFOODCORNER,"008-009 Lô T chưng cư  Ngô Gia Tự, Phường 2, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",ALIFOODCORNER CC NGÔ GIA TỰ,"008-009 Lô T Chưng Cư Ngô Gia Tự, Phường 2, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.672133,10.762374
5856558760800761258,6481012655517566953,fnb,TRÀ SỮA THE MILKTEA GUY,"006 Lô F Chung cư Ngô Gia Tự, Phường 3, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Trà Sữa The MilTea Guy,"006 Lô F Chung cư Ngô Gia Tự, Phường 3, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6722921,10.7635951
5740558382180822560,4440898858936980530,fnb,TRÂN CHÂU ĐƯỜNG ĐEN 1992,"320 Trần Văn Đang, Phường 11, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",TRÂN CHÂU ĐƯỜNG ĐEN 1992 - 320 TRẦN VĂN ĐANG,"320 Trần Văn Đang, Phường 11, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6724149,10.7847179
5254081703095251062,2080531828389555769,other offline payment services,CÔNG TY CỔ PHẦN THỂ THAO BOOTH,"163 Phan Đăng Lưu, Phường 1, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",NEW BALANCE LÊ VĂN SỸ,"72C Lê Văn Sỹ, Phường 11, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",106.672817,10.791094
6130594080009760775,7388718653127315607,fnb,"BILUXURY ","28 Nguyễn Trãi , Phường 3, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",BILUXURY QUANG TRUNG,"223 Quang Trung, Phường 10, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6736768,10.8285299
2566362126491332623,4722153459553137174,fnb,CÔNG TY TNHH MỘT THÀNH VIÊN LAVIDA COFFEE AND TEA,"113 PHAN XÍCH LONG, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",LAVIDA COFFEE AND TEA 221 QUANG TRUNG,"221 quang trung, Phường 10, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6737541,10.8285611
7165089198541247961,696796859754669197,beverage,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HEEKCAA VIỆT NAM,"4D Nguyễn Kiệm, Phường 3, Quận Gò Vấp, TP.HCM",Heekcaa Sài Gòn - Cửa hàng Lê Văn Sỹ,"491 Lê Văn Sỹ, P. 12, Quận 03, TPHCM",106.673846,10.789920
1458512560686467035,5170622827162842850,fnb,ĐẠI LÝ GẠO TÒA YẾN,"156  Hòa Hưng, Phường 13, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",ĐẠI LÝ GẠO TÒA YẾN 1,"156 Hòa Hưng, Phường 13, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.674122,10.7792359
7635373549852617486,7513858425735697631,fnb,"Tổng Hợp Việt ","334 Cao Thắng, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Tổng Hợp Việt 1,"334 Cao Thắng, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6742941,10.775082
7980330338534887736,2667907869822418470,fnb,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN SARI,"82 Trần Minh Quyền, Phường 11, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",SARI,"82 Trần Minh Quyền, Phường 11, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6744414,10.7707756
1210324986589931922,3967982132141971063,fnb,THE ALLEY -CMT8,"409 CMT8, Phường 13, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",thealleycmt81,"409 Cmt8, Phường 13, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6754255,10.7810506
4700759708176429466,7461855809556310762,fnb,ẨM THỰC CHAY RAU CỦ QUẢ VEGETA,"684 ĐIỆN BIÊN PHỦ, Phường 10, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",ẨM THỰC CHAY VEGETA,"684 ĐIỆN BIÊN PHỦ, Phường 10, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6756679,10.7696161
2668036139076462607,6826517634417184996,food,CÔNG TY CP ĐT TM QT MẶT TRỜI ĐỎ (TP HÀ NỘI),"208 Nam Kỳ Khởi Nghĩa, Phường6, Quận 3, TP.HCM",Hotpot Story Le Van Sy (0106),"409A Lê Văn Sĩ,Phường 12.Quận 3,HCM",106.675743,10.789256
3315835320223835013,3764621425580631859,beverage,Công Ty TNHH Golden Trust,"79 Hồ Tùng Mậu, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",Gongcha An Dương Vương,"498 An Dương Vương, Phường 4, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6758583,10.7583126
3315835320223835013,8328760879223096801,beverage,Công Ty TNHH Golden Trust,"79 Hồ Tùng Mậu, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",Gongcha An Dương Vương,"496 An Dương Vương, Phường 4, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6759388,10.7584093
3205701174830506022,4344171892340386965,fnb,HƯƠNG TRÀ,"131 Đường 3 Tháng 2, Phường 11, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",HƯƠNG TRÀ - Q10,"131 3/2, Phường 11, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6765755,10.7727612
3925253927268147576,7856684421765072173,fnb,"CÔNG TY THHH TM GO GREEN ","385A  CMT8, Phường 13, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Go Green Shop,"385A Cách Mạng Tháng Tám, Phường 13, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.676602,10.7804508
7222321513225138182,4015817241982879199,beverage,HƯNG LONG,"435 An Dương Vương, Phường 3, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",Effoc An Dương Vương,"435 An Dương Vương, Phường 3, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6766154,10.7583369
2094705476432891136,6109937903506799303,beverage,Công Ty TNHH Cây Đào Đỏ,"257 Thống Nhất, Phường 11, Gò Vấp, Tp. HCM",I Love Kem Lê Hồng Phong,"260 Lê Hồng Phong ,P.4 Q.5, Tp. HCM",106.676942,10.761471
6539424037010797536,8141110432382676628,fnb,MR.TO GARDEN,"386/17C Lê Văn Sỹ, Phường 14, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",mrtogarden1,"386/17C Lê Văn Sỹ, Phường, Phường 14, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.677328,10.789218
8380438440088687967,5179837415976655908,fnb,MON TEA,"606/101 3 tháng 2, Phường 14, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM"," MON TEA","606/101 3 THÁNG 2, Phường 14, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6776306,10.7736631
1238760765024775632,2555934688016759220,food,CÔNG TY CỔ PHẦN DỊCH VỤ THỰC PHẨM VÀNG,"40 HOÀNG DIỆU, Phường 10, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM","Gà nướng Ò Ó O Quang Trung,","50/25  Quang Trung, Phường 10, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",106.677935," 10.827994"
822043397492434507,8643264870692974565,shopping,Công ty TNHH Dalat Hasfarm,"Số 450 Nguyên Tử Lực, Phường 8, Thành phố Đà Lạt, Lâm Đồng",Dalat Hasfarm HCM Nguyễn Thiện Thuật,"266-268 Nguyễn Thiện Thuật, Phường 3, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6780287,10.769716
9045274477408763399,3159457153937706031,fnb,HỘ KINH DOANH THE ALLEY,"255 Nguyễn Thiện Thuật, Phường 1, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",thealleyntt1,"255 Nguyễn Thiện Thuật, Phường 6, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6780769,10.7693594
521630549682136336,1038473411735846660,food,HỘ KINH DOANH CANG TRẦN,"19 Trần Quang Diệu, Phường 14, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Chewy Junior Trần Quang Diệu,"19 Trần Quang Diệu, Phường 14, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.678402,10.788076
4733652108159757037,5797036869095752108,fnb,GÀ TA QUÊ NHÀ,"346 TÂN SƠN NHÌ , PHƯỜNG TÂN SƠN NHÌ, QUẬN TÂN PHÚ, TP,HCM","GÀ TA QUÊ NHÀ  ","60 TRẦN QUANG DIỆU, Phường 9, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6784262,10.7830478
2668036139076462607,7137761925843519177,food,CÔNG TY CP ĐT TM QT MẶT TRỜI ĐỎ (TP HÀ NỘI),"208 Nam Kỳ Khởi Nghĩa, Phường6, Quận 3, TP.HCM",Hotpot Story Quang Trung (0117),"16 Quang Trung, P.10, Q. Gò Vấp, TP HCM",106.678622,10.827460
905706459541087244,518985245610880186,fnb,"Gà Ác Vĩnh Quý ","776 Nguyễn Kiệm, Phường 4, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",Gà Ác Vĩnh Quý - Phú Nhuận,"776 Nguyễn Kiệm, Phường 4, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6786242,10.8112995
822043397492434507,1550647250474499550,shopping,Công ty TNHH Dalat Hasfarm,"Số 450 Nguyên Tử Lực, Phường 8, Thành phố Đà Lạt, Lâm Đồng",Dalat Hasfarm HCM Phan Văn Trị,"620 Phan Văn Trị, Phường 7, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6786361,10.830605
7075491327535556308,8380221866582883592,fnb,CÔNG TY CỔ PHẦN DU LỊCH VÉ MÁY BAY BÌNH MINH,"226/3  Minh Phụng, Phường 6, Quận 6, Thành Phố Hồ Chí Minh, VIỆT NAM",BM' MART 614 TRẦN HƯNG ĐẠO QUẬN 5,"614 Trần Hưng Đạo, Phường 2, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6787085,10.7547904
9107214669541149753,3941481863307665396,food,CÔNG TY CỔ PHẦN FC & KMEAT VIỆT NAM,"230 Phố Xá Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội, VIỆT NAM",FOODHOUSE NGUYỄN KIỆM,"800  Nguyễn Kiệm, Phường 3, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6787095,10.8130963
9131182526470956674,7068965599595106024,fnb,Mr Cú,"935 Hoàng Sa, Phường 11, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Cafe Cú,"935 trường sa, Phường 11, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6788495,10.784554
7800199981419598821,6912470437722569555,fnb,CÔNG TY CỔ PHẦN ARYA CONSUMER,"238 Nguyễn Trãi, phường 03, quận 5, Thành phố Hồ Chí Minh, Việt Nam",Wayne's Viettel,"285 Cách Mạng Tháng Tám, Phường 12, Quận 10, TP.HCM",106.6795138,10.7786801
4304572831211605661,4898428615647677077,fnb,FRUZII COFFEE,"21 Trần Thị Nghĩ, Phường 7, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",fruziicoffeenk,"679 Nguyễn Kiệm, Phường 3, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6795444,10.8256598
4962009386184835294,4777981918568082211,fnb,Chè Ngon Mẹ Nhím,"80 Bàn Cờ, Phường 3, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM","Chè Ngon Mẹ Nhím ","80 Bàn Cờ, Phường 3, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6795501,10.7706444
6612168424670571656,2455004144830209382,fnb,"HỘ KINH DOANH BÁNH SU QUE ","03 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"," BÁNH SU QUE-89 NGUYỄN THÔNG","89 Nguyễn Thông, Phường 9, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.679889,10.780568
4942566902080692175,1367957531567416634,fnb,HỘ KINH DOANH PET'S HOME,"Số 3 Đường 19,Khu phố 4, Phường Bình An, Quận 2, Thành Phố Hồ Chí Minh, VIỆT NAM",PET'S HOME RBB,"77 Rạch Bùng Binh, Phường 9, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.680083,10.7830456
2182648333340701432,7509476507632736246,fnb,VIKING STEAK,"122 Nguyễn Thiện Thuật , Phường 2, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",VIKING STEAK,"122 Nguyễn Thiện Thuật , Phường 2, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6803053,10.7678584
7129718215141539320,1368668152309493395,null,CÔNG TY TNHH THIẾT BỊ NHA KHOA HẢI ÂU,,NHA KHOA HẢI ÂU,"518 Phan Văn Trị, Phường 7, quận Gò Vấp, Hồ Chí Minh, Việt Nam",106.6806847,10.829876
4304572831211605661,4879630996520838060,fnb,FRUZII COFFEE,"21 Trần Thị Nghĩ, Phường 7, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",fruziicoffeettn1,"21 Trần Thị Nghĩ, Phường 7, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6809143,10.827284
3739863709641733769,7246307701874574129,fnb,HỘ KINH DOANH TRÀ SỮA KUBIN,"35 Nguyễn Phúc Nguyên, Phường 10, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",TRÀ SỮA KUBIN,"35 Nguyễn Phúc Nguyên, Phường 10, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6810201,10.7786873
8491476075117990270,1774274810117506085,fnb,HỘ KINH DOANH CHẢO,"72/2 Trần Quốc Toản, Phường 8, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",TRÀ SỮA 1ST TEA,"60D-60E Nguyễn Thông, Phường 9, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6811516,10.780262
3391042544567426272,896887798687927503,fnb,Milano Coffee,"28 Nguyễn Phúc Nguyên, Phường 9, Quận 3, HCM",MilanoCoffee,"28 Nguyễn Phúc Nguyên, Phường 9, Quận 3, TP Hồ Chí Minh",106.6811621,10.7786265
1324711243256079431,4274156712428219543,shopping,CÔNG TY TNHH ROUTINE VIỆT NAM,"68 Nguyễn Huệ, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",Routine Hải Phòng,"160 Hoàng Văn Thụ, Quang Trung, Hồng Bàng, Hải Phòng, Việt Nam",106.681164,20.857224
6130594080009760775,6182032634424649792,fnb,"BILUXURY ","28 Nguyễn Trãi , Phường 3, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",BILUXURY NGUYỄN TRÃI,"28 Nguyễn Trãi, Phường 3, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6812169,10.7585015
7508698289722542420,456616057538839028,fnb,ALTO COFFEE,"408 điện biên phủ, Phường 11, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",ALTO COFFEE,"408 điện biên phủ, Phường 11, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6813637,10.7751194
5233423985952720797,5018291573277952911,fnb,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI CHẤN KHANG,"74 - 74b cao thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",SWEETHOME BAKERY CT,"74 - 74B CAO THẮNG, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6819333,10.7704013
9045274477408763399,8734484695604205344,fnb,HỘ KINH DOANH THE ALLEY,"255 Nguyễn Thiện Thuật, Phường 1, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",thealleynttq7,"510 Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6819692,10.7659336
7270982136367221864,6440178461021091038,fnb,Công ty TNHH Thương Mại Dịch Vụ Sản Xuất Hoa Hướng Dương,"116 Võ Thành Trang, Phường 11, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM",Hoa Hướng Dương - Nguyễn Văn Nghi,"318 Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6821499,10.8257809
2097810288464482195,5537363831590187200,fnb,LAHA COFFEE,"343	Điện Biên Phủ, Phường 4, Quận 3, TP.Hồ Chí Minh",Laha Coffee Điện Biên Phủ Quận 3,"343 Điện Biên Phủ, Phường 4, Quận 3, TP Hồ Chí Minh",106.6822406,10.7752239
6700205653822424559,5854121605196369216,fnb,MR.CAKE,"47 Nguyễn Thượng Hiền, Phường 5, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",MR CAKE 3,"235 Cao Đạt, Phường 1, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6823241,10.7541882
2668036139076462607,2639627662988451171,food,CÔNG TY CP ĐT TM QT MẶT TRỜI ĐỎ (TP HÀ NỘI),"208 Nam Kỳ Khởi Nghĩa, Phường6, Quận 3, TP.HCM",Hotpot Story Cao Thang (0053),"58C1 Cao Thắng, P. 5, Quận 3 TP.HCM",106.682651,10.770103
7456266269222559602,5576712583621362645,fnb,THE HANGOVER COFFEE,"12 khu City Land Park Hill Số 7, Phường 10, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",THE HANGOVER COFFEE,"12 khu City Land Park Hill Số 7, Phường 10, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6828258,10.8296547
2182594663430634831,2573453245817070208,fnb,Hộ Kinh Doanh Living Well Deli,"523  Hoàng Sa, Phường 8, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Living Well Deli,"523 Hoàng Sa, Phường 8, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6828381,10.7917164
4135335377799288131,2815462573834119891,fnb,CAFE MILANO NAM KỲ KHỞI NGHĨA,"281/1A Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",CAFE MILANO NAM KỲ KHỞI NGHĨA,"281/1A Nam kỳ Khởi Nghĩa, Phường 7, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.682935,10.79006
1238760765024775632,8717839107745862053,food,CÔNG TY CỔ PHẦN DỊCH VỤ THỰC PHẨM VÀNG,"40 HOÀNG DIỆU, Phường 10, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",Gà nướng Ò Ó O Trường Sa,"816  Trường Sa, Phường 14, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.683090,10.787760
6015892195460290042,7119408304125940044,fnb,HỘ KINH DOANH HẺM MÌ Ý,"371 Vĩnh Viễn, Phường 5, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Hẻm Spagetti Nguyễn Đình Chiểu,"225/9 Nguyễn Đình Chiểu, Phường 5, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6831478,10.7704952
7270982136367221864,8710510511665143934,fnb,Công ty TNHH Thương Mại Dịch Vụ Sản Xuất Hoa Hướng Dương,"116 Võ Thành Trang, Phường 11, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM",Hoa Hướng Dương - Nguyễn Văn Cừ,"235B Nguyễn Văn Cừ, Phường Nguyễn Cư Trinh, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6832388,10.7617825
7517245497760836826,1366324859397704033,beverage,Chi nhánh Hải Phòng - Công ty Cổ phần Sáng tạo Ý tưởng Kinh doanh,"Số 21A  Trần Hưng Đạo, Phường Hoàng Văn Thụ, Quận Hồng Bàng, Hải Phòng, VIỆT NAM",Gong Cha Hải Phòng,"Số 21A Trần Hưng Đạo, Phường Hoàng Văn Thụ, Quận Hồng Bàng, Hải Phòng, VIỆT NAM",106.6833252,20.8575245
